user_id,gender,birthdate
000000,male,1972年10月17日
000002,male,1996年07月13日
000003,male,1980年01月01日
000004,male,1994年07月27日
000005,male,1981年12月01日
000007,male,1976年05月19日
000008,male,1981年10月30日
000010,male,1963年07月21日
000013,male,1983年07月01日
000014,male,1970年05月01日
000016,male,1978年06月17日
000017,male,1994年12月30日
000018,male,1995年03月22日
000019,male,1984年05月29日
000020,male,1978年06月04日
000023,male,1979年10月19日
000026,male,1978年03月01日
000027,male,1974年04月16日
000028,male,1981年10月21日
000031,male,1984年03月04日
000032,male,1982年08月22日
000033,male,1974年03月08日
000035,male,1991年10月07日
000038,male,1982年09月29日
000040,male,1995年11月23日
000048,male,1981年05月24日
000055,male,1987年04月10日
000056,male,1980年02月29日
000058,male,1958年02月01日
000062,male,1977年08月18日
000063,male,1972年11月25日
000067,male,1978年12月29日
000070,male,1990年03月13日
000071,male,1983年02月13日
000072,male,1993年10月10日
000075,male,1979年03月17日
000077,male,1984年01月01日
000078,male,1982年09月30日
000080,male,1973年04月09日
000088,male,1965年03月21日
000090,male,1987年05月23日
000092,male,1979年08月08日
000093,male,1980年07月27日
000096,male,1977年08月21日
000098,male,1987年12月04日
000100,male,1992年01月17日
000102,male,1963年05月02日
000106,male,1968年05月14日
000107,male,1981年04月23日
000108,male,1963年10月13日
000114,male,1990年06月21日
000118,male,1965年12月05日
000119,male,1975年12月24日
000120,male,1973年10月13日
000121,male,1981年01月07日
000126,male,2002年02月27日
000134,male,2000年03月14日
000135,male,1979年11月03日
000138,male,1957年10月14日
000140,male,1984年06月29日
000142,male,1986年08月27日
000146,male,1976年11月03日
000147,male,1975年07月29日
000148,male,1986年10月04日
000150,male,2006年06月01日
000152,male,1967年08月09日
000156,male,1998年05月09日
000157,male,1975年06月01日
000158,male,1977年11月03日
000161,male,1979年07月28日
000162,male,1991年10月28日
000163,male,1977年08月21日
000164,male,1978年08月02日
000171,male,1986年09月20日
000172,male,1965年05月16日
000175,male,1967年05月17日
000179,male,2006年06月22日
000180,male,1972年12月01日
000181,male,1978年11月25日
000182,male,1967年07月07日
000186,male,1968年06月30日
000187,male,1974年05月21日
000189,male,1981年01月23日
000191,male,1972年10月17日
000195,male,1969年08月18日
000198,male,1980年11月20日
000204,male,1997年11月05日
000208,male,1987年11月27日
000213,male,1992年02月17日
000216,male,1972年05月19日
000217,male,1990年02月04日
000218,male,1968年05月16日
000219,male,1976年04月19日
000220,male,1980年11月13日
000229,male,1975年01月28日
000231,male,1982年11月23日
000232,male,1966年07月18日
000233,male,1973年09月23日
000239,male,1984年05月25日
000241,male,1982年09月14日
000242,male,1967年04月10日
000243,male,1975年08月18日
000244,male,1973年10月12日
000245,male,1997年05月07日
000246,male,1987年09月03日
000247,male,1972年10月14日
000248,male,1983年08月14日
000249,male,1988年12月14日
000250,male,1973年12月15日
000254,male,1986年02月15日
000256,male,1987年01月21日
000260,male,1977年05月08日
000262,male,1980年12月09日
000266,male,1998年12月06日
000269,male,1980年10月07日
000273,male,1965年11月11日
000275,male,1973年12月18日
000278,male,1987年06月01日
000282,male,1975年07月15日
000283,male,1971年11月16日
000285,male,1994年06月17日
000288,male,1998年05月08日
000289,male,1989年02月16日
000291,male,1983年03月28日
000294,male,1962年11月18日
000296,male,1981年05月01日
000298,male,1978年01月18日
000300,male,1980年06月02日
000301,male,1984年04月03日
000304,male,1970年05月05日
000306,male,1980年02月05日
000308,male,1982年06月02日
000309,male,1995年06月13日
000311,male,1967年06月12日
000313,male,1985年03月23日
000314,male,1987年11月19日
000315,male,1996年01月31日
000316,male,1982年11月19日
000317,male,1982年07月05日
000322,male,1973年02月07日
000323,male,1960年07月25日
000324,male,1979年09月02日
000325,male,1985年03月07日
000326,male,1976年05月31日
000330,male,1972年07月18日
000332,male,1988年01月24日
000333,male,1978年07月07日
000334,male,1973年11月30日
000338,male,2000年03月03日
000339,male,1986年02月14日
000342,male,1979年07月01日
000344,male,1976年06月16日
000345,male,1978年07月21日
000346,male,1983年07月31日
000348,male,1979年09月02日
000350,male,1978年10月16日
000352,male,1987年11月12日
000353,male,1986年01月21日
000356,male,1991年12月11日
000357,male,1969年02月18日
000358,male,1967年10月05日
000361,male,1975年07月24日
000363,male,1980年03月11日
000367,male,1981年07月14日
000368,male,1980年07月01日
000369,male,1982年07月06日
000370,male,1985年08月15日
000371,male,1976年09月13日
000373,male,1970年07月29日
000374,male,1977年09月26日
000377,male,1977年11月09日
000379,male,1968年02月11日
000380,male,1988年09月22日
000382,male,1972年06月28日
000383,male,1976年03月21日
000384,male,1967年05月12日
000385,male,1993年07月24日
000389,male,1976年04月01日
000390,male,2008年01月25日
000391,male,1981年06月15日
000393,male,1981年01月27日
000394,male,1977年11月20日
000396,male,1990年03月17日
000397,male,1965年11月04日
000400,male,1984年09月29日
000402,male,1989年04月08日
000404,male,1981年12月17日
000406,male,1978年12月27日
000412,male,1973年11月23日
000414,male,1981年11月01日
000416,male,1983年08月04日
000417,male,1963年03月16日
000419,male,1972年10月27日
000420,male,1963年01月30日
000423,male,1997年03月21日
000424,male,1950年01月01日
000425,male,1983年07月13日
000426,male,1964年03月16日
000427,male,1979年10月31日
000428,male,1982年04月23日
000429,male,1985年06月03日
000431,male,1969年11月13日
000436,male,1983年12月30日
000438,male,1971年12月31日
000439,male,1995年04月01日
000444,male,1962年12月07日
000448,male,1994年10月17日
000452,male,1988年03月09日
000454,male,1963年09月19日
000456,male,1973年12月19日
000458,male,1980年07月14日
000460,male,1968年11月09日
000462,male,1986年03月04日
000463,male,1973年09月15日
000464,male,1962年11月04日
000465,male,1993年03月27日
000467,male,1984年04月16日
